transaction_id,Prod1,Prod2,Prod3
100624,Wallet,Earphones,Candle Lighters
100625,Gold Rings,Earphones,Watches
100626,Wallet,Candle Stands,Watches
100627,Gold Rings,Electronic Lockers,Watches
100628,Wick Trimmers,Electronic Lockers,Candle Lighters
100629,Gold Rings,Electronic Lockers,Candle Lighters
100630,Gold Rings,Earphones,Watches
100631,Wick Trimmers,Earphones,Candle Lighters
100632,Wick Trimmers,Electronic Lockers,Candle Lighters
100633,Pen,Electronic Lockers,Candle Lighters
100634,Wallet,Earphones,Candle Lighters
100635,Gold Rings,Earphones,Candle Lighters
100636,Wallet,Candle Stands,Candle Lighters
100637,Wallet,Candle Stands,Watches
100638,Gold Rings,Earphones,Candle Lighters
100639,Gold Rings,Candle Stands,Candle Lighters
100640,Gold Rings,Candle Stands,Candle Lighters
100641,Gold Rings,Earphones,Candle Lighters
100642,Wick Trimmers,Electronic Lockers,Watches
100643,Wick Trimmers,Candle Stands,Watches
100644,Wick Trimmers,Earphones,Candle Lighters
100645,Wick Trimmers,Electronic Lockers,Watches
100646,Pen,Electronic Lockers,Watches
100647,Pen,Electronic Lockers,Watches
100648,Pen,Earphones,Watches
100649,Wick Trimmers,Electronic Lockers,Watches
100650,Gold Rings,Earphones,Watches
100651,Wallet,Electronic Lockers,Watches
100652,Wick Trimmers,Earphones,Candle Lighters
100653,Wallet,Candle Stands,Candle Lighters
100654,Pen,Earphones,Watches
100655,Gold Rings,Candle Stands,Candle Lighters
100656,Pen,Candle Stands,Candle Lighters
100657,Gold Rings,Electronic Lockers,Watches
100658,Wallet,Electronic Lockers,Candle Lighters
100659,Pen,Earphones,Watches
100660,Pen,Candle Stands,Candle Lighters
100661,Pen,Electronic Lockers,Watches
100662,Wallet,Earphones,Candle Lighters
100663,Wick Trimmers,Candle Stands,Candle Lighters
100664,Wallet,Electronic Lockers,Candle Lighters
100665,Pen,Earphones,Candle Lighters
100666,Wick Trimmers,Electronic Lockers,Candle Lighters
100667,Wallet,Candle Stands,Candle Lighters
100668,Gold Rings,Candle Stands,Candle Lighters
100669,Pen,Earphones,Candle Lighters
100670,Gold Rings,Electronic Lockers,Candle Lighters
100671,Wallet,Electronic Lockers,Watches
100672,Wallet,Candle Stands,Candle Lighters
100673,Wallet,Electronic Lockers,Watches
100674,Gold Rings,Electronic Lockers,Candle Lighters
100675,Wick Trimmers,Electronic Lockers,Candle Lighters
100676,Pen,Candle Stands,Candle Lighters
100677,Wick Trimmers,Earphones,Candle Lighters
100678,Wick Trimmers,Candle Stands,Candle Lighters
100679,Wallet,Electronic Lockers,Candle Lighters
100680,Wick Trimmers,Candle Stands,Candle Lighters
100681,Wallet,Earphones,Candle Lighters
100682,Pen,Electronic Lockers,Watches
100683,Pen,Electronic Lockers,Watches
100684,Pen,Candle Stands,Candle Lighters
100685,Wallet,Earphones,Watches
100686,Wick Trimmers,Earphones,Watches
100687,Gold Rings,Candle Stands,Candle Lighters
100688,Pen,Candle Stands,Candle Lighters
100689,Gold Rings,Electronic Lockers,Watches
100690,Wick Trimmers,Candle Stands,Watches
100691,Wick Trimmers,Earphones,Candle Lighters
100692,Pen,Earphones,Watches
100693,Wick Trimmers,Candle Stands,Candle Lighters
100694,Wick Trimmers,Electronic Lockers,Watches
100695,Wallet,Electronic Lockers,Candle Lighters
100696,Gold Rings,Electronic Lockers,Candle Lighters
100697,Wick Trimmers,Electronic Lockers,Watches
100698,Wick Trimmers,Electronic Lockers,Watches
100699,Wallet,Candle Stands,Candle Lighters
100700,Wallet,Electronic Lockers,Watches
100701,Gold Rings,Electronic Lockers,Watches
100702,Pen,Electronic Lockers,Candle Lighters
100703,Gold Rings,Electronic Lockers,Candle Lighters
100704,Wick Trimmers,Electronic Lockers,Watches
100705,Wick Trimmers,Candle Stands,Candle Lighters
100706,Wallet,Electronic Lockers,Candle Lighters
100707,Wallet,Candle Stands,Candle Lighters
100708,Wallet,Electronic Lockers,Watches
100709,Wick Trimmers,Candle Stands,Watches
100710,Wallet,Candle Stands,Candle Lighters
100711,Wick Trimmers,Earphones,Candle Lighters
100712,Gold Rings,Earphones,Watches
100713,Gold Rings,Candle Stands,Candle Lighters
100714,Gold Rings,Electronic Lockers,Candle Lighters
100715,Gold Rings,Electronic Lockers,Candle Lighters
100716,Gold Rings,Candle Stands,Candle Lighters
100717,Wick Trimmers,Candle Stands,Candle Lighters
100718,Wick Trimmers,Candle Stands,Watches
100719,Wallet,Earphones,Watches
100720,Pen,Candle Stands,Candle Lighters
100721,Wick Trimmers,Earphones,Watches
100722,Gold Rings,Electronic Lockers,Candle Lighters
100723,Wick Trimmers,Earphones,Watches
100724,Pen,Electronic Lockers,Candle Lighters
100725,Wick Trimmers,Candle Stands,Watches
100726,Wick Trimmers,Candle Stands,Candle Lighters
100727,Wick Trimmers,Candle Stands,Candle Lighters
100728,Gold Rings,Candle Stands,Candle Lighters
100729,Gold Rings,Candle Stands,Watches
100730,Wallet,Earphones,Watches
100731,Gold Rings,Candle Stands,Watches
100732,Pen,Earphones,Watches
100733,Pen,Candle Stands,Watches
100734,Gold Rings,Candle Stands,Watches
100735,Wick Trimmers,Earphones,Watches
100736,Wick Trimmers,Candle Stands,Candle Lighters
100737,Wallet,Earphones,Candle Lighters
100738,Gold Rings,Electronic Lockers,Candle Lighters
100739,Wick Trimmers,Electronic Lockers,Candle Lighters
100740,Gold Rings,Candle Stands,Candle Lighters
100741,Gold Rings,Candle Stands,Watches
100742,Pen,Candle Stands,Watches
100743,Gold Rings,Earphones,Candle Lighters
100744,Wick Trimmers,Electronic Lockers,Candle Lighters
100745,Pen,Earphones,Watches
100746,Gold Rings,Candle Stands,Watches
100747,Gold Rings,Earphones,Candle Lighters
100748,Wallet,Electronic Lockers,Watches
100749,Pen,Earphones,Candle Lighters
100750,Pen,Earphones,Watches
100751,Wick Trimmers,Electronic Lockers,Watches
100752,Pen,Earphones,Candle Lighters
100753,Pen,Electronic Lockers,Watches
100754,Wick Trimmers,Candle Stands,Candle Lighters
100755,Pen,Earphones,Watches
100756,Wick Trimmers,Earphones,Watches
100757,Gold Rings,Earphones,Candle Lighters
100758,Wick Trimmers,Electronic Lockers,Candle Lighters
100759,Pen,Candle Stands,Watches
100760,Pen,Earphones,Watches
100761,Wallet,Earphones,Candle Lighters
100762,Pen,Candle Stands,Watches
100763,Wick Trimmers,Candle Stands,Candle Lighters
100764,Wick Trimmers,Earphones,Candle Lighters
100765,Wallet,Earphones,Candle Lighters
100766,Pen,Electronic Lockers,Watches
100767,Pen,Electronic Lockers,Watches
100768,Gold Rings,Candle Stands,Watches
100769,Gold Rings,Electronic Lockers,Watches
100770,Pen,Candle Stands,Watches
100771,Wallet,Electronic Lockers,Watches
100772,Pen,Earphones,Watches
100773,Gold Rings,Candle Stands,Candle Lighters
100774,Gold Rings,Electronic Lockers,Candle Lighters
100775,Wallet,Electronic Lockers,Watches
100776,Gold Rings,Candle Stands,Candle Lighters
100777,Pen,Candle Stands,Candle Lighters
100778,Wallet,Electronic Lockers,Candle Lighters
100779,Wick Trimmers,Earphones,Watches
100780,Pen,Candle Stands,Candle Lighters
100781,Wallet,Electronic Lockers,Candle Lighters
100782,Pen,Candle Stands,Candle Lighters
100783,Wick Trimmers,Earphones,Watches
100784,Wallet,Electronic Lockers,Candle Lighters
100785,Pen,Candle Stands,Watches
100786,Gold Rings,Electronic Lockers,Watches
100787,Wallet,Candle Stands,Watches
100788,Wick Trimmers,Candle Stands,Candle Lighters
100789,Gold Rings,Earphones,Watches
100790,Wallet,Earphones,Candle Lighters
100791,Wallet,Candle Stands,Watches
100792,Gold Rings,Electronic Lockers,Candle Lighters
100793,Wallet,Earphones,Candle Lighters
100794,Wick Trimmers,Electronic Lockers,Candle Lighters
100795,Wick Trimmers,Earphones,Candle Lighters
100796,Wick Trimmers,Earphones,Candle Lighters
100797,Pen,Earphones,Candle Lighters
100798,Wallet,Electronic Lockers,Watches
100799,Gold Rings,Electronic Lockers,Watches
100800,Pen,Electronic Lockers,Watches
100801,Wick Trimmers,Earphones,Watches
100802,Wick Trimmers,Electronic Lockers,Candle Lighters
100803,Wallet,Earphones,Watches
100804,Gold Rings,Earphones,Candle Lighters
100805,Wick Trimmers,Candle Stands,Candle Lighters
100806,Pen,Electronic Lockers,Candle Lighters
100807,Gold Rings,Electronic Lockers,Candle Lighters
100808,Wick Trimmers,Earphones,Watches
100809,Wick Trimmers,Candle Stands,Watches
100810,Gold Rings,Earphones,Watches
100811,Wick Trimmers,Earphones,Candle Lighters
100812,Wick Trimmers,Earphones,Candle Lighters
100813,Pen,Candle Stands,Candle Lighters
100814,Pen,Candle Stands,Candle Lighters
100815,Wick Trimmers,Candle Stands,Candle Lighters
100816,Wallet,Earphones,Candle Lighters
100817,Gold Rings,Electronic Lockers,Watches
100818,Wick Trimmers,Earphones,Watches
100819,Gold Rings,Electronic Lockers,Watches
100820,Wick Trimmers,Earphones,Watches
100821,Gold Rings,Electronic Lockers,Watches
100822,Wallet,Electronic Lockers,Candle Lighters
100823,Gold Rings,Earphones,Watches
100824,Wick Trimmers,Earphones,Watches
100825,Wick Trimmers,Candle Stands,Candle Lighters
100826,Wallet,Electronic Lockers,Candle Lighters
100827,Wick Trimmers,Electronic Lockers,Candle Lighters
100828,Wallet,Candle Stands,Watches
100829,Gold Rings,Earphones,Candle Lighters
100830,Pen,Earphones,Watches
100831,Wick Trimmers,Earphones,Watches
100832,Wallet,Electronic Lockers,Candle Lighters
100833,Gold Rings,Earphones,Candle Lighters
100834,Gold Rings,Electronic Lockers,Watches
100835,Gold Rings,Earphones,Candle Lighters
100836,Wallet,Candle Stands,Candle Lighters
100837,Pen,Earphones,Watches
100838,Gold Rings,Earphones,Watches
100839,Pen,Earphones,Candle Lighters
100840,Wallet,Candle Stands,Candle Lighters
100841,Wallet,Candle Stands,Candle Lighters
100842,Pen,Earphones,Candle Lighters
100843,Wallet,Earphones,Watches
100844,Pen,Candle Stands,Candle Lighters
100845,Wick Trimmers,Electronic Lockers,Candle Lighters
100846,Gold Rings,Candle Stands,Watches
100847,Gold Rings,Electronic Lockers,Candle Lighters
100848,Pen,Electronic Lockers,Candle Lighters
100849,Pen,Electronic Lockers,Watches
100850,Gold Rings,Earphones,Watches
100851,Gold Rings,Candle Stands,Candle Lighters
100852,Wallet,Candle Stands,Candle Lighters
100853,Wallet,Earphones,Candle Lighters
100854,Wick Trimmers,Candle Stands,Candle Lighters
100855,Gold Rings,Candle Stands,Watches
100856,Wallet,Electronic Lockers,Candle Lighters
100857,Wallet,Candle Stands,Candle Lighters
100858,Pen,Electronic Lockers,Candle Lighters
100859,Wick Trimmers,Candle Stands,Candle Lighters
100860,Pen,Earphones,Candle Lighters
100861,Gold Rings,Candle Stands,Watches
100862,Gold Rings,Earphones,Candle Lighters
100863,Wick Trimmers,Earphones,Watches
100864,Gold Rings,Electronic Lockers,Watches
100865,Wick Trimmers,Earphones,Watches
100866,Gold Rings,Electronic Lockers,Watches
100867,Gold Rings,Electronic Lockers,Candle Lighters
100868,Pen,Earphones,Candle Lighters
100869,Gold Rings,Candle Stands,Watches
100870,Pen,Electronic Lockers,Candle Lighters
100871,Gold Rings,Earphones,Candle Lighters
100872,Pen,Earphones,Candle Lighters
100873,Wick Trimmers,Earphones,Watches
100874,Pen,Electronic Lockers,Candle Lighters
100875,Gold Rings,Earphones,Watches
100876,Wallet,Candle Stands,Watches
100877,Wick Trimmers,Electronic Lockers,Watches
100878,Wallet,Earphones,Candle Lighters
100879,Wick Trimmers,Candle Stands,Candle Lighters
100880,Wallet,Candle Stands,Candle Lighters
100881,Wallet,Candle Stands,Candle Lighters
100882,Wick Trimmers,Electronic Lockers,Watches
100883,Pen,Candle Stands,Watches
100884,Wick Trimmers,Electronic Lockers,Candle Lighters
100885,Wallet,Electronic Lockers,Watches
100886,Gold Rings,Electronic Lockers,Watches
100887,Pen,Candle Stands,Candle Lighters
100888,Wick Trimmers,Earphones,Candle Lighters
100889,Pen,Electronic Lockers,Candle Lighters
100890,Gold Rings,Earphones,Watches
100891,Wick Trimmers,Candle Stands,Candle Lighters
100892,Wick Trimmers,Earphones,Watches
100893,Gold Rings,Candle Stands,Candle Lighters
100894,Wallet,Candle Stands,Watches
100895,Wick Trimmers,Earphones,Watches
100896,Wallet,Earphones,Watches
100897,Wick Trimmers,Earphones,Watches
100898,Pen,Candle Stands,Candle Lighters
100899,Gold Rings,Electronic Lockers,Watches
100900,Wick Trimmers,Candle Stands,Candle Lighters
100901,Gold Rings,Earphones,Candle Lighters
100902,Gold Rings,Earphones,Candle Lighters
100903,Wallet,Candle Stands,Watches
100904,Wallet,Candle Stands,Candle Lighters
100905,Wallet,Earphones,Watches
100906,Wallet,Electronic Lockers,Candle Lighters
100907,Wick Trimmers,Earphones,Watches
100908,Gold Rings,Earphones,Candle Lighters
100909,Pen,Earphones,Candle Lighters
100910,Pen,Electronic Lockers,Candle Lighters
100911,Wallet,Earphones,Watches
100912,Gold Rings,Earphones,Candle Lighters
100913,Wick Trimmers,Electronic Lockers,Candle Lighters
100914,Gold Rings,Electronic Lockers,Watches
100915,Gold Rings,Electronic Lockers,Candle Lighters
100916,Wick Trimmers,Earphones,Candle Lighters
100917,Wick Trimmers,Candle Stands,Watches
100918,Wallet,Earphones,Candle Lighters
100919,Wallet,Earphones,Watches
100920,Gold Rings,Earphones,Watches
100921,Wick Trimmers,Electronic Lockers,Watches
100922,Pen,Candle Stands,Candle Lighters
100923,Wick Trimmers,Earphones,Candle Lighters
100924,Pen,Earphones,Watches
100925,Pen,Earphones,Candle Lighters
100926,Wick Trimmers,Earphones,Watches
100927,Wallet,Candle Stands,Watches
100928,Wick Trimmers,Candle Stands,Candle Lighters
100929,Gold Rings,Earphones,Watches
100930,Gold Rings,Earphones,Candle Lighters
100931,Wallet,Electronic Lockers,Candle Lighters
100932,Gold Rings,Electronic Lockers,Watches
100933,Wallet,Electronic Lockers,Watches
100934,Wallet,Electronic Lockers,Watches
100935,Gold Rings,Electronic Lockers,Watches
100936,Wallet,Earphones,Candle Lighters
100937,Pen,Electronic Lockers,Candle Lighters
100938,Gold Rings,Candle Stands,Candle Lighters
100939,Wallet,Earphones,Candle Lighters
100940,Pen,Earphones,Watches
100941,Pen,Earphones,Watches
100942,Wick Trimmers,Candle Stands,Watches
100943,Pen,Candle Stands,Candle Lighters
100944,Wick Trimmers,Earphones,Candle Lighters
100945,Wallet,Candle Stands,Candle Lighters
100946,Gold Rings,Earphones,Watches
100947,Gold Rings,Earphones,Candle Lighters
100948,Gold Rings,Electronic Lockers,Watches
100949,Wick Trimmers,Candle Stands,Candle Lighters
100950,Pen,Electronic Lockers,Candle Lighters
100951,Wick Trimmers,Candle Stands,Candle Lighters
100952,Gold Rings,Electronic Lockers,Candle Lighters
100953,Gold Rings,Electronic Lockers,Watches
100954,Wick Trimmers,Candle Stands,Watches
100955,Wick Trimmers,Candle Stands,Watches
100956,Wallet,Earphones,Watches
100957,Wick Trimmers,Electronic Lockers,Candle Lighters
100958,Wallet,Earphones,Watches
100959,Gold Rings,Electronic Lockers,Candle Lighters
100960,Wick Trimmers,Earphones,Watches
100961,Gold Rings,Earphones,Candle Lighters
100962,Pen,Earphones,Watches
100963,Gold Rings,Candle Stands,Candle Lighters
100964,Pen,Candle Stands,Watches
100965,Wick Trimmers,Electronic Lockers,Candle Lighters
100966,Wallet,Earphones,Candle Lighters
100967,Pen,Candle Stands,Candle Lighters
100968,Gold Rings,Candle Stands,Candle Lighters
100969,Wallet,Earphones,Watches
100970,Wick Trimmers,Electronic Lockers,Candle Lighters
100971,Pen,Earphones,Candle Lighters
100972,Wick Trimmers,Candle Stands,Candle Lighters
100973,Pen,Earphones,Watches
100974,Gold Rings,Earphones,Watches
100975,Wallet,Candle Stands,Watches
100976,Pen,Earphones,Candle Lighters
100977,Gold Rings,Electronic Lockers,Watches
100978,Wallet,Candle Stands,Watches
100979,Pen,Candle Stands,Watches
100980,Wick Trimmers,Earphones,Watches
100981,Pen,Earphones,Candle Lighters
100982,Wallet,Candle Stands,Watches
100983,Gold Rings,Earphones,Candle Lighters
100984,Wick Trimmers,Earphones,Watches
100985,Gold Rings,Earphones,Candle Lighters
100986,Pen,Electronic Lockers,Watches
100987,Gold Rings,Candle Stands,Candle Lighters
100988,Wick Trimmers,Electronic Lockers,Candle Lighters
100989,Wallet,Earphones,Candle Lighters
100990,Gold Rings,Candle Stands,Watches
100991,Wick Trimmers,Electronic Lockers,Candle Lighters
100992,Wallet,Electronic Lockers,Watches
100993,Gold Rings,Candle Stands,Candle Lighters
100994,Wallet,Candle Stands,Candle Lighters
100995,Gold Rings,Earphones,Candle Lighters
100996,Pen,Candle Stands,Watches
100997,Pen,Earphones,Watches
100998,Pen,Electronic Lockers,Candle Lighters
100999,Pen,Candle Stands,Watches
101000,Pen,Earphones,Candle Lighters
101001,Pen,Earphones,Candle Lighters
101002,Wick Trimmers,Candle Stands,Watches
101003,Pen,Candle Stands,Candle Lighters
101004,Gold Rings,Candle Stands,Watches
101005,Gold Rings,Candle Stands,Candle Lighters
101006,Wallet,Electronic Lockers,Watches
101007,Wallet,Candle Stands,Watches
101008,Wick Trimmers,Electronic Lockers,Watches
101009,Gold Rings,Electronic Lockers,Watches
101010,Wick Trimmers,Electronic Lockers,Candle Lighters
101011,Wick Trimmers,Earphones,Candle Lighters
101012,Gold Rings,Candle Stands,Candle Lighters
101013,Gold Rings,Earphones,Watches
101014,Pen,Electronic Lockers,Candle Lighters
101015,Wallet,Earphones,Watches
101016,Pen,Candle Stands,Candle Lighters
101017,Wallet,Electronic Lockers,Watches
101018,Gold Rings,Electronic Lockers,Watches
101019,Pen,Earphones,Candle Lighters
101020,Wick Trimmers,Earphones,Candle Lighters
101021,Wick Trimmers,Electronic Lockers,Candle Lighters
101022,Pen,Candle Stands,Candle Lighters
101023,Wick Trimmers,Earphones,Candle Lighters
101024,Gold Rings,Electronic Lockers,Candle Lighters
101025,Wallet,Candle Stands,Candle Lighters
101026,Pen,Earphones,Candle Lighters
101027,Wick Trimmers,Earphones,Watches
101028,Gold Rings,Electronic Lockers,Candle Lighters
101029,Pen,Electronic Lockers,Watches
101030,Gold Rings,Earphones,Watches
101031,Wallet,Electronic Lockers,Watches
101032,Wallet,Candle Stands,Candle Lighters
101033,Pen,Candle Stands,Watches
101034,Wallet,Candle Stands,Candle Lighters
101035,Pen,Candle Stands,Candle Lighters
101036,Gold Rings,Candle Stands,Candle Lighters
101037,Wallet,Electronic Lockers,Watches
101038,Wick Trimmers,Candle Stands,Candle Lighters
101039,Wallet,Earphones,Watches
101040,Wallet,Electronic Lockers,Candle Lighters
101041,Wick Trimmers,Candle Stands,Candle Lighters
101042,Wick Trimmers,Electronic Lockers,Candle Lighters
101043,Pen,Electronic Lockers,Watches
101044,Wallet,Electronic Lockers,Watches
101045,Wallet,Earphones,Candle Lighters
101046,Wallet,Earphones,Candle Lighters
101047,Wallet,Electronic Lockers,Candle Lighters
101048,Pen,Electronic Lockers,Watches
101049,Pen,Candle Stands,Watches
101050,Wick Trimmers,Candle Stands,Watches
101051,Gold Rings,Electronic Lockers,Watches
101052,Gold Rings,Candle Stands,Candle Lighters
101053,Pen,Earphones,Watches
101054,Pen,Earphones,Watches
101055,Wallet,Electronic Lockers,Watches
